movie,movie_id,guest_names,guest_ids,count
The Big Bus,19133,"['Sally Kellerman', 'Vic Tayback']","[9805, 14069]",2
It's My Party,33245,['Sally Kellerman'],[9805],1
Payback: Straight Up,421550,['Sally Kellerman'],[9805],1
"Mirror, Mirror II: Raven Dance",92706,['Sally Kellerman'],[9805],1
Sleeping Beauty,426959,['Sally Kellerman'],[9805],1
Night Club,304029,"['Sally Kellerman', 'Clint Howard']","[9805, 15661]",2
September Gun,445041,['Sally Kellerman'],[9805],1
It Rained All Night the Day I Left,330045,['Sally Kellerman'],[9805],1
Off the Menu: The Last Days of Chasen's,85984,['Sally Kellerman'],[9805],1
Verna: USO Girl,310869,['Sally Kellerman'],[9805],1
Boris and Natasha,101897,['Sally Kellerman'],[9805],1
Bar Hopping,277628,['Sally Kellerman'],[9805],1
Good Guys Wear Black,42205,['Lloyd Haynes'],[127601],1
Assault on the Wayne,142912,"['Lloyd Haynes', 'William Windom']","[127601, 8499]",2
Look What's Happened to Rosemary's Baby,117258,['Lloyd Haynes'],[127601],1
The Mad Room,139132,['Lloyd Haynes'],[127601],1
Born to Be Sold,348511,['Lloyd Haynes'],[127601],1
Harold Robbins' 79 Park Avenue,360050,['Lloyd Haynes'],[127601],1
Blood: The Last Vampire,919,['Paul Carr'],[15628],1
The Bat People,28159,"['Paul Carr', 'Stewart Moss', 'Michael Pataki']","[15628, 15635, 15993]",3
Executive Action,29142,"['Paul Carr', 'Lee Delano', 'Gilbert Green']","[15628, 16006, 103034]",3
Sisters of Death,49304,['Paul Carr'],[15628],1
The Deadly Tower,83723,['Paul Carr'],[15628],1
Truck Stop Women,92722,['Paul Carr'],[15628],1
Posse from Hell,76868,"['Paul Carr', 'Frank Overton']","[15628, 6838]",2
Brute Corps,102178,"['Paul Carr', 'Charles Macaulay', 'Joseph Bernard', 'Michael Pataki', 'Roy Jenson']","[15628, 15719, 126903, 15993, 12298]",5
The Severed Arm,106402,"['Paul Carr', 'John Crawford']","[15628, 15693]",2
The Young Don't Cry,157928,"['Paul Carr', 'Gene Lyons']","[15628, 153458]",2
Father & Son: Dangerous Relations,252465,['Paul Carr'],[15628],1
"Captain Newman, M.D.",33728,"['Paul Carr', 'James Gregory']","[15628, 14732]",2
Under the Boardwalk,89909,['Paul Carr'],[15628],1
Ben,42476,['Paul Carr'],[15628],1
Scorned,64084,['Paul Carr'],[15628],1
To Kill a Mockingbird,595,"['Paul Fix', 'John Megna', 'Frank Overton', 'William Windom', 'Richard Hale']","[8496, 8490, 6838, 8499, 16055]",5
Giant,1712,['Paul Fix'],[8496],1
Zabriskie Point,2998,['Paul Fix'],[8496],1
Red River,3089,['Paul Fix'],[8496],1
Dr. Cyclops,3593,['Paul Fix'],[8496],1
Shenandoah,21027,"['Paul Fix', 'Glenn Corbett']","[8496, 15968]",2
Nevada Smith,5921,"['Paul Fix', 'Stanley Adams']","[8496, 1947]",2
Hondo,6529,['Paul Fix'],[8496],1
The Fighting Seabees,22994,['Paul Fix'],[8496],1
Night Passage,25381,['Paul Fix'],[8496],1
Mannequin,33025,['Paul Fix'],[8496],1
Johnny Guitar,26596,['Paul Fix'],[8496],1
Charlie Chan at the Race Track,33387,"['Paul Fix', 'Keye Luke']","[8496, 16103]",2
Force of Evil,26744,['Paul Fix'],[8496],1
Island in the Sky,40577,"['Paul Fix', 'Hal Baylor']","[8496, 15781]",2
Flame of Barbary Coast,40716,['Paul Fix'],[8496],1
Wake of the Red Witch,40718,"['Paul Fix', 'Jeff Corey']","[8496, 9596]",2
Blood Alley,29377,['Paul Fix'],[8496],1
Man in the Shadow,36459,"['Paul Fix', 'William Schallert']","[8496, 15992]",2
The Bad Seed,42196,['Paul Fix'],[8496],1
After the Thin Man,14588,['Paul Fix'],[8496],1
The Ghost Breakers,14605,['Paul Fix'],[8496],1
The Fighting Kentuckian,15266,['Paul Fix'],[8496],1
Pittsburgh,62186,['Paul Fix'],[8496],1
The Sons of Katie Elder,16211,"['Paul Fix', 'James Gregory']","[8496, 14732]",2
The Fargo Kid,38704,['Paul Fix'],[8496],1
Night of the Lepus,38761,['Paul Fix'],[8496],1
Wanda Nevada,46460,['Paul Fix'],[8496],1
The High and the Mighty,17761,"['Paul Fix', 'William Campbell', 'William Schallert', 'David Brian']","[8496, 15699, 15992, 16016]",4
Dirty Dingus Magee,48408,['Paul Fix'],[8496],1
Man in the Vault,48886,"['Paul Fix', 'William Campbell']","[8496, 15699]",2
The Undefeated,18972,"['Paul Fix', 'Gregg Palmer', 'Lee Meriwether']","[8496, 16071, 16108]",3
Back to Bataan,19096,['Paul Fix'],[8496],1
Strange Cargo,50271,['Paul Fix'],[8496],1
Alias Boston Blackie,50637,['Paul Fix'],[8496],1
Escape from Crime,51416,['Paul Fix'],[8496],1
The Desert Trail,53624,['Paul Fix'],[8496],1
Jet Pilot,53906,['Paul Fix'],[8496],1
Captive Wild Woman,84708,['Paul Fix'],[8496],1
Somewhere in Sonora,84905,['Paul Fix'],[8496],1
The Outrage,85609,['Paul Fix'],[8496],1
The Prisoner of Shark Island,77245,['Paul Fix'],[8496],1
Baby the Rain Must Fall,95548,['Paul Fix'],[8496],1
"Guns, Girls, and Gangsters",87342,['Paul Fix'],[8496],1
Shoot Out,79735,"['Paul Fix', 'James Gregory', 'Jeff Corey']","[8496, 14732, 9596]",3
Ride Beyond Vengeance,101308,"['Paul Fix', 'Kathryn Hays', 'Frank Gorshin']","[8496, 1089676, 291]",3
The Notorious Mr. Monks,120436,['Paul Fix'],[8496],1
Lucky Star,105981,['Paul Fix'],[8496],1
The Unknown Guest,124729,['Paul Fix'],[8496],1
Hitler- Dead or Alive,126807,['Paul Fix'],[8496],1
Star in the Dust,111942,['Paul Fix'],[8496],1
The Accusing Finger,127826,['Paul Fix'],[8496],1
Lafayette Escadrille,130134,['Paul Fix'],[8496],1
Incident at Phantom Hill,145966,['Paul Fix'],[8496],1
South of Santa Fe,133070,['Paul Fix'],[8496],1
Toward the Unknown,148021,"['Paul Fix', 'Karen Steele']","[8496, 15644]",2
Those High Grey Walls,119305,['Paul Fix'],[8496],1
Bulldog Courage,193060,['Paul Fix'],[8496],1
Valley of Wanted Men,193145,['Paul Fix'],[8496],1
Mail Order Bride,202941,"['Paul Fix', 'BarBara Luna']","[8496, 15950]",2
Stagecoach To Fury,194820,['Paul Fix'],[8496],1
Border Cafe,171016,['Paul Fix'],[8496],1
The Plunderers,205962,['Paul Fix'],[8496],1
Top Of The World,187983,"['Paul Fix', 'William Schallert']","[8496, 15992]",2
Behind Prison Gates,173589,['Paul Fix'],[8496],1
Yellowstone,177430,['Paul Fix'],[8496],1
Star Reporter,213037,['Paul Fix'],[8496],1
Phantom Patrol,214324,['Paul Fix'],[8496],1
The Bridge of Sighs,214877,['Paul Fix'],[8496],1
The City,214996,['Paul Fix'],[8496],1
Navy Born,215290,['Paul Fix'],[8496],1
The Good Bad Girl,227520,['Paul Fix'],[8496],1
They All Come Out,241565,['Paul Fix'],[8496],1
Her Husband Lies,245573,['Paul Fix'],[8496],1
Souls at Sea,43419,['Paul Fix'],[8496],1
His Fighting Blood,258390,['Paul Fix'],[8496],1
Reckless,50080,['Paul Fix'],[8496],1
South of the Rio Grande,260682,['Paul Fix'],[8496],1
Dancers in the Dark,261740,['Paul Fix'],[8496],1
The Important Witness,266402,['Paul Fix'],[8496],1
Let 'em Have It,200787,['Paul Fix'],[8496],1
Cahill U.S. Marshal,30708,['Paul Fix'],[8496],1
The Girl and the Gambler,258170,['Paul Fix'],[8496],1
Heroes in Blue,280872,['Paul Fix'],[8496],1
Fargo Express,285635,['Paul Fix'],[8496],1
Armored Car,288000,['Paul Fix'],[8496],1
The Racing Strain,159423,['Paul Fix'],[8496],1
Life Begins,157807,['Paul Fix'],[8496],1
Two in a Crowd,301812,"['Paul Fix', 'Elisha Cook Jr.']","[8496, 3339]",2
The Plot Thickens,98108,['Paul Fix'],[8496],1
Denver and Rio Grande,119229,['Paul Fix'],[8496],1
The Avenger,305597,['Paul Fix'],[8496],1
Smashing the Rackets,198926,['Paul Fix'],[8496],1
The Devil's Hairpin,321046,['Paul Fix'],[8496],1
"Little Man, What Now?",118854,['Paul Fix'],[8496],1
Wanted: Jane Turner,266216,['Paul Fix'],[8496],1
36 Hours to Kill,37699,['Paul Fix'],[8496],1
Hungarian Rhapsody,325688,['Paul Fix'],[8496],1
The Sea Chase,40578,['Paul Fix'],[8496],1
Men Without Names,330528,['Paul Fix'],[8496],1
Down Mexico Way,132949,['Paul Fix'],[8496],1
Tycoon,56930,['Paul Fix'],[8496],1
Ride the Man Down,337914,['Paul Fix'],[8496],1
Almost a Gentleman,221706,['Paul Fix'],[8496],1
Two Thoroughbreds,297749,['Paul Fix'],[8496],1
Heritage of the Desert,340713,['Paul Fix'],[8496],1
News Is Made at Night,340899,['Paul Fix'],[8496],1
Mutiny on the Blackhawk,340996,['Paul Fix'],[8496],1
Bar 20 Rides Again,51695,['Paul Fix'],[8496],1
Pat Garrett & Billy the Kid,11577,"['Paul Fix', 'Elisha Cook Jr.']","[8496, 3339]",2
Tall in the Saddle,15264,['Paul Fix'],[8496],1
The Crooked Road,355232,['Paul Fix'],[8496],1
Black Friday,13784,['Paul Fix'],[8496],1
Gangs Of The City,356135,['Paul Fix'],[8496],1
Dakota,58455,['Paul Fix'],[8496],1
Angel and the Badman,22356,['Paul Fix'],[8496],1
A Missouri Outlaw,358673,['Paul Fix'],[8496],1
Winterset,87445,['Paul Fix'],[8496],1
The Eagle's Brood,51664,['Paul Fix'],[8496],1
Day of the Evil Gun,27105,"['Paul Fix', 'Barbara Babcock']","[8496, 15746]",2
Something Big,196784,['Paul Fix'],[8496],1
An Eye for an Eye,317800,"['Paul Fix', 'Clint Howard']","[8496, 15661]",2
When G-Men Step In,379724,['Paul Fix'],[8496],1
Paid to Dance,203249,['Paul Fix'],[8496],1
The Game That Kills,383829,['Paul Fix'],[8496],1
Code of the Streets,387484,['Paul Fix'],[8496],1
Scarface,877,['Paul Fix'],[8496],1
Highways by Night,106509,['Paul Fix'],[8496],1
Grissly's Millions,389980,['Paul Fix'],[8496],1
Triple Justice,251872,['Paul Fix'],[8496],1
Trail of the Vigilantes,202526,['Paul Fix'],[8496],1
Virginia City,17836,['Paul Fix'],[8496],1
Hellfire,177254,['Paul Fix'],[8496],1
Fair Wind to Java,260033,['Paul Fix'],[8496],1
War of the Wildcats,40719,['Paul Fix'],[8496],1
Grayeagle,41604,['Paul Fix'],[8496],1
King of Gamblers,386809,['Paul Fix'],[8496],1
Devil's Canyon,195386,"['Paul Fix', 'Whit Bissell']","[8496, 13786]",2
The Last Mile,69857,['Paul Fix'],[8496],1
Black Diamonds,423090,['Paul Fix'],[8496],1
Emergency Call,104475,['Paul Fix'],[8496],1
Welcome to Hard Times,118017,"['Paul Fix', 'Elisha Cook Jr.']","[8496, 3339]",2
California Passage,280159,['Paul Fix'],[8496],1
Angel in Exile,191495,"['Paul Fix', 'Ian Wolfe']","[8496, 2782]",2
It Can't Last Forever,433544,['Paul Fix'],[8496],1
The Crimson Trail,433639,['Paul Fix'],[8496],1
Bad Girl,84299,['Paul Fix'],[8496],1
Surrender,201861,['Paul Fix'],[8496],1
The Sphinx,70787,['Paul Fix'],[8496],1
Mug Town,343931,['Paul Fix'],[8496],1
Hoodoo Ranch,445811,['Paul Fix'],[8496],1
Zoo in Budapest,122709,['Paul Fix'],[8496],1
The First Kiss,447492,['Paul Fix'],[8496],1
The Fighting Sheriff,456533,['Paul Fix'],[8496],1
Fighting Man of the Plains,177870,['Paul Fix'],[8496],1
Star of Texas,459216,"['Paul Fix', 'John Crawford']","[8496, 15693]",2
Sherlock Holmes and the Secret Weapon,18706,['Paul Fix'],[8496],1
Roar of the Press,426983,['Paul Fix'],[8496],1
Secrets of the Pirate's Inn,321213,"['Paul Fix', 'Bill Zuckert']","[8496, 16070]",2
Hold That Ghost,14604,['Paul Fix'],[8496],1
Walking Down Broadway,475959,['Paul Fix'],[8496],1
2001: A Space Odyssey,62,['Gary Lockwood'],[246],1
Firecreek,4934,"['Gary Lockwood', 'BarBara Luna']","[246, 15950]",2
It Happened at the World's Fair,8745,"['Gary Lockwood', 'Yvonne Craig']","[246, 16102]",2
Wild in the Country,32825,['Gary Lockwood'],[246],1
The Magic Sword,26643,"['Gary Lockwood', 'Liam Sullivan']","[246, 16086]",2
Splendor in the Grass,28569,['Gary Lockwood'],[246],1
Bad Georgia Road,29861,['Gary Lockwood'],[246],1
The Ghost of Flight 401,72111,['Gary Lockwood'],[246],1
Model Shop,85942,['Gary Lockwood'],[246],1
The Wild Pair,95354,['Gary Lockwood'],[246],1
Manhunter,100279,['Gary Lockwood'],[246],1
Project: Kill,120773,['Gary Lockwood'],[246],1
Earth II,140354,"['Gary Lockwood', 'Mariette Hartley']","[246, 16131]",2
"Las Vegas, 500 millones",124807,['Gary Lockwood'],[246],1
The Incredible Journey of Doctor Meg Laurel,148655,['Gary Lockwood'],[246],1
R.P.M.,163683,['Gary Lockwood'],[246],1
Survival Zone,185063,['Gary Lockwood'],[246],1
Night of the Scarecrow,55537,['Gary Lockwood'],[246],1
Half Nelson,328226,"['Gary Lockwood', 'Fred Williamson']","[246, 9811]",2
Unbelievable!!!!!,329621,"['Gary Lockwood', 'Celeste Yarnall', 'Beverly Washburn']","[246, 15954, 15983]",3
Bowie 2001 A Space Oddity,377578,['Gary Lockwood'],[246],1
The Return of W. De Rijk,402719,['Gary Lockwood'],[246],1
Stand Up and Be Counted,421229,"['Gary Lockwood', 'Madlyn Rhue', 'Michael Ansara']","[246, 127646, 16074]",3
The Quest: The Longest Drive,220327,['Gary Lockwood'],[246],1
Terror In Paradise,451806,['Gary Lockwood'],[246],1
Fuzz,4986,"['Stewart Moss', 'Steve Ihnat']","[15635, 16101]",2
Doctor Death: Seeker of Souls,83875,['Stewart Moss'],[15635],1
Zig Zag,84496,"['Stewart Moss', 'Robert Sampson', 'William Marshall', 'Steve Ihnat']","[15635, 22048, 16028, 16101]",4
The Last Married Couple in America,75891,['Stewart Moss'],[15635],1
Pendulum,150338,"['Stewart Moss', 'Marj Dusay']","[15635, 16047]",2
Emperor of the North Pole,31943,"['Jim Goodwin', 'Elisha Cook Jr.', 'Sid Haig', 'Hal Baylor', 'Vic Tayback']","[1214888, 3339, 5695, 15781, 14069]",5
Duel,839,"['Gene Dynarski', 'Carey Loftin']","[12424, 12431]",2
Close Encounters of the Third Kind,840,['Gene Dynarski'],[12424],1
Double Indemnity,84834,"['Gene Dynarski', 'John Fiedler']","[12424, 5247]",2
All the President's Men,891,['Gene Dynarski'],[12424],1
Then Came Bronson,188189,"['Gene Dynarski', 'Bruce Mars', 'Peter Brocco']","[12424, 157282, 7074]",3
Apple Jack,43658,['Gene Dynarski'],[12424],1
Frankenstein Created Woman,3104,['Susan Denberg'],[15645],1
An American Dream,131861,['Susan Denberg'],[15645],1
Ride Lonesome,27644,"['Karen Steele', 'Roy Jenson']","[15644, 12298]",2
The Rise and Fall of Legs Diamond,43046,"['Karen Steele', 'Joseph Ruskin']","[15644, 15998]",2
Cyborg 2087,61031,"['Karen Steele', 'Warren Stevens']","[15644, 12310]",2
Marty,15919,['Karen Steele'],[15644],1
Decision at Sundown,39557,['Karen Steele'],[15644],1
The Sharkfighters,88032,['Karen Steele'],[15644],1
Westbound,110139,"['Karen Steele', 'Michael Dante']","[15644, 15975]",2
40 Pounds of Trouble,42990,"['Karen Steele', 'Paul Comi', 'Warren Stevens', 'Gregg Palmer']","[15644, 153675, 12310, 16071]",4
"Bailout at 43,000",287790,['Karen Steele'],[15644],1
The Trap on Cougar Mountain,371222,['Karen Steele'],[15644],1
Man Crazy,337932,['Karen Steele'],[15644],1
The Silencers,21779,"['Roger C. Carmel', 'James Gregory', 'Nancy Kovack']","[122004, 14732, 69763]",3
Gambit,28270,"['Roger C. Carmel', 'Arnold Moss', 'John Abbott']","[122004, 15676, 24826]",3
Breezy,40374,"['Roger C. Carmel', 'Marj Dusay']","[122004, 16047]",2
Alvarez Kelly,60285,['Roger C. Carmel'],[122004],1
My Dog the Thief,64277,['Roger C. Carmel'],[122004],1
Goodbye Charlie,52906,['Roger C. Carmel'],[122004],1
The Venetian Affair,79367,['Roger C. Carmel'],[122004],1
The Art of Love,105465,['Roger C. Carmel'],[122004],1
A House Is Not a Home,216661,"['Roger C. Carmel', 'Michael Forest', 'Stanley Adams']","[122004, 1007561, 1947]",3
Skullduggery,273554,"['Roger C. Carmel', 'William Marshall', 'Booker Bradshaw']","[122004, 16028, 151402]",3
Myra Breckinridge,40973,['Roger C. Carmel'],[122004],1
Thunder and Lightning,84080,"['Roger C. Carmel', 'Charles Napier']","[122004, 16119]",2
Anatomy of a Seduction,193588,['Roger C. Carmel'],[122004],1
The Transformers: The Movie,1857,"['Roger C. Carmel', 'Roger C. Carmel']","[122004, 122004]",2
Indiana Jones and the Last Crusade,89,['Vince Deadrick Sr.'],[1402879],1
Dirty Harry,984,['Vince Deadrick Sr.'],[1402879],1
Romancing the Stone,9326,['Vince Deadrick Sr.'],[1402879],1
Butch Cassidy and the Sundance Kid,642,"['Ted Cassidy', 'Charles Dierkop', 'Jeff Corey']","[9600, 15988, 9596]",3
Flash Gordon: The Greatest Adventure of All,3679,"['Ted Cassidy', 'Vic Perrin', 'David Opatoshu']","[9600, 15949, 15744]",3
The Slams,42711,['Ted Cassidy'],[9600],1
Poor Pretty Eddie,63317,['Ted Cassidy'],[9600],1
Mackenna's Gold,18118,"['Ted Cassidy', 'Julie Newmar']","[9600, 15973]",2
Jack and the Beanstalk,72762,['Ted Cassidy'],[9600],1
Planet Earth,54805,"['Ted Cassidy', 'Diana Muldaur']","[9600, 16014]",2
Genesis II,56769,"['Ted Cassidy', 'Mariette Hartley']","[9600, 16131]",2
Thunder County,260402,['Ted Cassidy'],[9600],1
The Limit,365928,['Ted Cassidy'],[9600],1
Halloween with the New Addams Family,107596,['Ted Cassidy'],[9600],1
The Incredible Hulk - Death in the Family,166890,['Ted Cassidy'],[9600],1
The Intruder,469069,['Ted Cassidy'],[9600],1
Detective Story,20853,['Michael Strong'],[15650],1
Patton,11202,"['Michael Strong', 'Carey Loftin']","[15650, 12431]",2
The Great Santini,21887,['Michael Strong'],[15650],1
Point Blank,26039,"['Michael Strong', 'Sid Haig', 'Sharon Acker']","[15650, 5695, 131274]",3
Dead Heat on a Merry-Go-Round,68979,"['Michael Strong', 'Phillip Pine']","[15650, 16126]",2
Queen of the Stardust Ballroom,263786,['Michael Strong'],[15650],1
"Life, Liberty and Pursuit on the Planet of the Apes",385902,"['Michael Strong', 'Mark Lenard', 'Harry Townes']","[15650, 1820, 19107]",3
Trouble Along the Way,40686,['Sherry Jackson'],[119245],1
The Adventures of Huckleberry Finn,43041,['Sherry Jackson'],[119245],1
The Breaking Point,37954,"['Sherry Jackson', 'William Campbell']","[119245, 15699]",2
The Miracle of Our Lady of Fatima,49616,"['Sherry Jackson', 'Richard Hale']","[119245, 16055]",2
"Girl on the Late, Late Show",54084,['Sherry Jackson'],[119245],1
Bare Knuckles,86603,['Sherry Jackson'],[119245],1
Gunn,86903,['Sherry Jackson'],[119245],1
The Mini-Skirt Mob,79969,['Sherry Jackson'],[119245],1
Wild on the Beach,118993,['Sherry Jackson'],[119245],1
The Lion and the Horse,207178,['Sherry Jackson'],[119245],1
Come Next Spring,151219,['Sherry Jackson'],[119245],1
M,36373,"['Sherry Jackson', 'William Schallert', 'William Schallert']","[119245, 15992, 15992]",3
Ma and Pa Kettle Back on the Farm,51412,['Sherry Jackson'],[119245],1
Curse of the Moon Child,262305,['Sherry Jackson'],[119245],1
Covered Wagon Raid,203260,['Sherry Jackson'],[119245],1
Louisa,99492,"['Sherry Jackson', 'Charles Drake']","[119245, 15978]",2
Something to Live For,103544,"['Sherry Jackson', 'Richard Derr']","[119245, 15772]",2
Daniel in the Lions' Den,403551,['Sherry Jackson'],[119245],1
The Gang That Couldn't Shoot Straight,59226,['Harry Basch'],[1212973],1
Swashbuckler,42242,"['Harry Basch', 'Sid Haig']","[1212973, 5695]",2
"Hush... Hush, Sweet Charlotte",10299,"['John Megna', 'William Campbell']","[8490, 15699]",2
Go Tell the Spartans,32052,['John Megna'],[8490],1
The Godfather: Part II,240,"['John Megna', 'Marianna Hill']","[8490, 15659]",2
Blindfold,169066,['John Megna'],[8490],1
I Want to Keep My Baby!,412513,['John Megna'],[8490],1
Tales of William Wallace,142466,['Stephen McEveety'],[8747],1
Bonnie and Clyde,475,['Michael J. Pollard'],[6451],1
House of 1000 Corpses,2662,"['Michael J. Pollard', 'Sid Haig']","[6451, 5695]",2
Roxanne,11584,['Michael J. Pollard'],[6451],1
Tango & Cash,9618,"['Michael J. Pollard', 'Clint Howard']","[6451, 15661]",2
Scrooged,9647,['Michael J. Pollard'],[6451],1
Hannibal Brooks,26972,['Michael J. Pollard'],[6451],1
Split Second,13006,['Michael J. Pollard'],[6451],1
Next of Kin,27418,['Michael J. Pollard'],[6451],1
Sleepaway Camp III: Teenage Wasteland,34312,['Michael J. Pollard'],[6451],1
Enter Laughing,42693,"['Michael J. Pollard', 'David Opatoshu', 'Nancy Kovack']","[6451, 15744, 69763]",3
The Wild Angels,42725,['Michael J. Pollard'],[6451],1
Little Fauss and Big Halsy,44721,['Michael J. Pollard'],[6451],1
Caprice,44769,['Michael J. Pollard'],[6451],1
Les pétroleuses,64345,['Michael J. Pollard'],[6451],1
Melvin and Howard,38772,"['Michael J. Pollard', 'Charles Napier']","[6451, 16119]",2
Mad Dog Time,66034,['Michael J. Pollard'],[6451],1
I quattro dell'apocalisse,48855,['Michael J. Pollard'],[6451],1
Motorama,49410,['Michael J. Pollard'],[6451],1
American Gothic,51442,['Michael J. Pollard'],[6451],1
Fast Food,71847,['Michael J. Pollard'],[6451],1
Dirty Little Billy,56966,"['Michael J. Pollard', 'Richard Evans']","[6451, 124617]",2
Backflash,58918,['Michael J. Pollard'],[6451],1
Night Visitor,89535,['Michael J. Pollard'],[6451],1
Revolution! The Making of 'Bonnie and Clyde',142461,['Michael J. Pollard'],[6451],1
